trip_id,stop_sequence,stop_id,arrival_time,departure_time,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint,ticketing_type
JAK.32-R03,31,B02661P,05:37:49,05:37:59,Joglo,0,0,,,,0,0
JAK.32-R03,32,B01028P,05:39:42,05:39:52,Joglo,0,0,,,,0,0
JAK.32-R03,33,B04948P,05:39:58,05:40:08,Joglo,0,0,,,,0,0
JAK.32-R03,34,B01491P,05:40:38,05:40:48,Joglo,0,0,,,,0,0
JAK.32-R03,35,B03954P,05:41:09,05:41:19,Joglo,0,0,,,,0,0
JAK.32-R03,36,B00529P,05:42:02,05:42:12,Joglo,0,0,,,,0,0
JAK.32-R03,37,B01022P,05:43:09,05:43:19,Joglo,0,0,,,,0,0
JAK.32-R03,38,B02517P,05:43:53,05:44:03,Joglo,0,0,,,,0,0
JAK.32-R03,39,B01361P,05:44:36,05:44:46,Joglo,0,0,,,,0,0
JAK.32-R03,40,B00409P,05:45:35,05:45:45,Joglo,0,0,,,,0,0
JAK.32-R03,41,B04511P,05:46:37,05:46:47,Joglo,0,0,,,,0,0
JAK.32-R03,42,B05132P,05:47:55,05:48:05,Joglo,0,0,,,,0,0
JAK.32-R03,43,B01549P,05:48:39,05:48:49,Joglo,0,0,,,,0,0
JAK.32-R03,44,B04113P,05:49:22,05:49:32,Joglo,0,0,,,,0,0
JAK.32-R03,45,B05134P,05:50:44,05:50:54,Joglo,0,0,,,,0,0
JAK.32-R03,46,B00768P,05:51:38,05:51:48,Joglo,0,0,,,,0,0
JAK.32-R03,47,B00008P,05:53:58,05:54:08,Joglo,0,0,,,,0,0
JAK.32-R03,48,B05000P,05:56:06,05:56:16,Joglo,0,0,,,,0,0
JAK.32-R03,49,B02293P,05:57:06,05:57:16,Joglo,0,0,,,,0,0
JAK.32-R03,50,B01110P,05:57:52,05:58:02,Joglo,0,0,,,,0,0
JAK.32-R03,51,B05760P,05:58:45,05:58:55,Joglo,0,0,,,,0,0
JAK.32-R03,52,B00851P,05:59:58,06:00:08,Joglo,0,0,,,,0,0
JAK.32-R03,53,B08509P,06:02:55,06:03:05,Joglo,,,,,,0,0
JAK.32-R03,54,B06181P,06:04:03,06:04:13,Joglo,,,,,,0,0
JAK.32-R03,55,B06415P,06:05:41,06:05:51,Joglo,,,,,,0,0
JAK.32-R03,56,B06411P,06:07:36,06:07:46,Joglo,,,,,,0,0
JAK.32-R03,57,B08510P,06:08:24,06:08:34,Joglo,,,,,,0,0
JAK.32-R03,58,B06412P,06:08:53,06:09:03,Joglo,,,,,,0,0
JAK.32-R03,59,B08511P,06:10:37,06:10:47,Joglo,,,,,,0,0
JAK.32-R03,60,B06413P,06:11:57,06:12:07,Joglo,,,,,,0,0
JAK.32-R03,61,B08512P,06:13:25,06:13:35,Joglo,,,,,,0,0
JAK.32-R03,62,B08513P,06:14:35,06:14:45,Joglo,,,,,,0,0
JAK.32-R03,63,B08514P,06:16:15,06:16:25,Joglo,,,,,,0,0
JAK.32-R03,64,B01636P,06:18:07,06:18:17,Joglo,,,,,,0,0
JAK.32-R03,65,B03565P,06:20:34,06:20:44,Joglo,,,,,,0,0
JAK.32-R03,66,B00512P,06:23:16,06:23:26,Joglo,,,,,,0,0
JAK.32-R04,0,B00512P,05:00:00,05:00:10,Lebak Bulus,,,,,,0,0
JAK.32-R04,1,B00556P,05:01:08,05:01:18,Lebak Bulus,,,,,,0,0
JAK.32-R04,2,B01313P,05:03:10,05:03:20,Lebak Bulus,,,,,,0,0
JAK.32-R04,3,B08515P,05:05:12,05:05:22,Lebak Bulus,,,,,,0,0
JAK.32-R04,4,B08516P,05:06:48,05:06:58,Lebak Bulus,,,,,,0,0
JAK.32-R04,5,B08517P,05:08:02,05:08:12,Lebak Bulus,,,,,,0,0
JAK.32-R04,6,B08510P,05:09:27,05:09:37,Lebak Bulus,,,,,,0,0
JAK.32-R04,7,B06412P,05:09:56,05:10:06,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,8,B08511P,05:11:41,05:11:51,Lebak Bulus,,,,,,0,0
JAK.32-R04,9,B06413P,05:13:01,05:13:11,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,10,B06414P,05:13:54,05:14:04,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,11,B06416P,05:16:58,05:17:08,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,12,B02950P,05:17:46,05:17:56,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,13,B00489P,05:18:24,05:18:34,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,14,B02962P,05:19:55,05:20:05,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,15,B00855P,05:21:07,05:21:17,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,16,B04560P,05:21:54,05:22:04,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,17,B03712P,05:22:47,05:22:57,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,18,B00530P,05:23:10,05:23:20,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,19,B02294P,05:23:47,05:23:57,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,20,B05001P,05:24:45,05:24:55,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,21,B03618P,05:25:09,05:25:19,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,22,B01120P,05:25:47,05:25:57,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,23,B05135P,05:26:29,05:26:39,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,24,B02511P,05:27:47,05:27:57,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,25,B04316P,05:28:26,05:28:36,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,26,B05133P,05:29:06,05:29:16,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,27,B03301P,05:29:42,05:29:52,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,28,B05522P,05:30:33,05:30:43,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,29,B03682P,05:31:23,05:31:33,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,30,B03502P,05:31:50,05:32:00,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,31,B00469P,05:32:50,05:33:00,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,32,B01132P,05:33:57,05:34:07,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,33,B02000P,05:35:54,05:36:04,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,34,B01525P,05:36:24,05:36:34,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,35,B01391P,05:37:46,05:37:56,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,36,B03830P,05:38:49,05:38:59,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,37,B04443P,05:39:32,05:39:42,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,38,B04320P,05:40:32,05:40:42,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,39,B01935P,05:41:24,05:41:34,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,40,B01883P,05:42:37,05:42:47,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,41,B04314P,05:43:16,05:43:26,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,42,B04321P,05:43:54,05:44:04,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,43,B03408P,05:44:42,05:44:52,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,44,B02003P,05:45:48,05:45:58,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,45,B00688P,05:46:37,05:46:47,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,46,B02303P,05:47:32,05:47:42,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,47,B01103P,05:48:20,05:48:30,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,48,B02010P,05:49:00,05:49:10,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,49,B02008P,05:51:41,05:51:51,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,50,B01088P,05:52:17,05:52:27,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,51,B01154P,05:54:09,05:54:19,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,52,B00624P,05:55:06,05:55:16,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,53,B00345P,05:56:00,05:56:10,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,54,B03689P,05:56:42,05:56:52,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,55,B03132P,05:58:58,05:59:08,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,56,B00129P,06:00:21,06:00:31,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,57,B04794P,06:01:56,06:02:06,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,58,B03998P,06:02:49,06:02:59,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,59,B02028P,06:05:17,06:05:27,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,60,B05289P,06:08:13,06:08:23,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,61,B04260P,06:09:47,06:09:57,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,62,B03493P,06:11:20,06:11:30,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,63,B03069P,06:12:41,06:12:51,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,64,B02895P,06:17:39,06:17:49,Lebak Bulus,0,0,,,,0,0
JAK.32-R04,65,B02129P,06:19:57,06:20:07,Lebak Bulus,0,0,,,,0,0
JAK.33-L01,0,B02998P,05:00:00,05:00:10,Kota,0,0,,,,,0
JAK.33-L01,1,B05314P,05:01:21,05:01:31,Kota,0,0,,,,,0
JAK.33-L01,2,B03152P,05:03:00,05:03:10,Kota,0,0,,,,,0
JAK.33-L01,3,B01850P,05:03:53,05:04:03,Kota,0,0,,,,,0
JAK.33-L01,4,B00131P,05:06:13,05:06:23,Kota,0,0,,,,,0
JAK.33-L01,5,B03006P,05:07:13,05:07:23,Kota,0,0,,,,,0
JAK.33-L01,6,B05474P,05:09:31,05:09:41,Kota,0,0,,,,,0
JAK.33-L01,7,B01220P,05:11:25,05:11:35,Kota,0,0,,,,,0
JAK.33-L01,8,B01218P,05:11:59,05:12:09,Kota,0,0,,,,,0
JAK.33-L01,9,B05743P,05:14:45,05:14:55,Kota,0,0,,,,,0
JAK.33-L01,10,B01750P,05:16:18,05:16:28,Kota,,,,,,0,0
JAK.33-L01,11,B00887P,05:17:17,05:17:27,Kota,0,0,,,,,0
JAK.33-L01,12,B02574P,05:19:09,05:19:19,Kota,0,0,,,,,0
JAK.33-L01,13,B01924P,05:20:57,05:21:07,Kota,0,0,,,,,0
JAK.33-L01,14,B05263P,05:22:23,05:22:33,Kota,0,0,,,,,0
JAK.33-L01,15,B03161P,05:25:10,05:25:20,Kota,0,0,,,,,0
JAK.33-L01,16,B01523P,05:27:54,05:28:04,Kota,0,0,,,,,0
JAK.33-L01,17,B03004P,05:32:22,05:32:32,Kota,0,0,,,,,0
JAK.33-L01,18,B04759P,05:32:50,05:33:00,Kota,0,0,,,,,0
JAK.33-L01,19,B00984P,05:33:22,05:33:32,Kota,0,0,,,,,0
JAK.33-L01,20,B02738P,05:34:23,05:34:33,Kota,0,0,,,,,0
JAK.33-L01,21,B00716P,05:34:50,05:35:00,Kota,0,0,,,,,0
JAK.33-L01,22,B04761P,05:35:54,05:36:04,Kota,0,0,,,,,0
JAK.33-L01,23,B00981P,05:37:26,05:37:36,Kota,0,0,,,,,0
JAK.33-L01,24,B03671P,05:38:58,05:39:08,Kota,0,0,,,,,0
JAK.33-L01,25,B04760P,05:39:55,05:40:05,Kota,0,0,,,,,0
JAK.33-L01,26,B02030P,05:40:25,05:40:35,Kota,0,0,,,,,0
JAK.33-L01,27,B03471P,05:41:19,05:41:29,Kota,0,0,,,,,0
JAK.33-L01,28,B00985P,05:42:49,05:42:59,Kota,0,0,,,,,0
JAK.33-L01,29,B02719P,05:43:44,05:43:54,Kota,0,0,,,,,0
JAK.33-L01,30,B05696P,05:44:27,05:44:37,Kota,0,0,,,,,0
JAK.33-L01,31,B03083P,05:45:43,05:45:53,Kota,0,0,,,,,0
JAK.33-L01,32,B00387P,05:47:26,05:47:36,Kota,0,0,,,,,0
JAK.33-L01,33,B01073P,05:47:56,05:48:06,Kota,0,0,,,,,0
JAK.33-L01,34,B01311P,05:49:53,05:50:03,Kota,0,0,,,,,0
JAK.33-L01,35,B01191P,05:51:07,05:51:17,Kota,0,0,,,,,0
JAK.33-L01,36,B03885P,05:51:54,05:52:04,Kota,0,0,,,,,0
JAK.33-L01,37,B05849P,05:52:33,05:52:43,Kota,0,0,,,,,0
JAK.33-L01,38,B04859P,05:52:57,05:53:07,Kota,0,0,,,,,0
JAK.33-L01,39,B01188P,05:54:17,05:54:27,Kota,0,0,,,,,0
JAK.33-L01,40,B03729P,05:55:17,05:55:27,Kota,0,0,,,,,0
JAK.33-L01,41,B02244P,05:56:10,05:56:20,Kota,0,0,,,,,0
JAK.33-L01,42,B00861P,06:00:39,06:00:49,Kota,0,0,,,,,0
JAK.33-L01,43,B02437P,06:03:47,06:03:57,Kota,0,0,,,,,0
JAK.33-L01,44,B00635P,06:05:42,06:05:52,Kota,0,0,,,,,0
JAK.33-L01,45,B03024P,06:07:22,06:07:32,Kota,0,0,,,,,0
JAK.33-L01,46,B00860P,06:08:00,06:08:10,Kota,0,0,,,,,0
JAK.33-L01,47,B05407P,06:09:59,06:10:09,Kota,0,0,,,,,0
JAK.33-L01,48,B03731P,06:11:05,06:11:15,Kota,0,0,,,,,0
JAK.33-L01,49,B03622P,06:12:07,06:12:17,Kota,0,0,,,,,0
JAK.33-L01,50,B01754P,06:12:59,06:13:09,Kota,0,0,,,,,0
JAK.33-L01,51,B01755P,06:15:17,06:15:27,Kota,0,0,,,,,0
JAK.33-L01,52,B02838P,06:16:18,06:16:28,Kota,0,0,,,,,0
JAK.33-L01,53,B03264P,06:17:17,06:17:27,Kota,0,0,,,,,0
JAK.33-L01,54,B01737P,06:18:44,06:18:54,Kota,0,0,,,,,0
JAK.33-L01,55,B00721P,06:21:34,06:21:44,Kota,0,0,,,,,0
JAK.33-L01,56,B02213P,06:23:15,06:23:25,Kota,0,0,,,,,0
JAK.33-L01,57,B00763P,06:24:10,06:24:20,Kota,0,0,,,,,0
JAK.33-L01,58,B02212P,06:24:58,06:25:08,Kota,0,0,,,,,0
JAK.33-L01,59,B02211P,06:26:06,06:26:16,Kota,0,0,,,,,0
JAK.33-L01,60,B03245P,06:27:41,06:27:51,Kota,0,0,,,,,0
JAK.33-L01,61,B05888P,06:28:26,06:28:36,Kota,0,0,,,,,0
JAK.33-L01,62,B00428P,06:29:16,06:29:26,Kota,0,0,,,,,0
JAK.33-L01,63,B01354P,06:30:39,06:30:49,Kota,0,0,,,,,0
JAK.33-L01,64,B02564P,06:31:29,06:31:39,Kota,0,0,,,,,0
JAK.33-L01,65,B04649P,06:32:28,06:32:38,Kota,0,0,,,,,0
JAK.33-L01,66,B01675P,06:36:17,06:36:27,Kota,0,0,,,,,0
JAK.33-L01,67,B02091P,06:37:38,06:37:48,Kota,0,0,,,,,0
JAK.33-L01,68,B04951P,06:38:50,06:39:00,Kota,0,0,,,,,0
JAK.33-L01,69,B01751P,06:41:42,06:41:52,Kota,0,0,,,,,0
JAK.33-L01,70,B04951P,06:43:30,06:43:40,Pulo Gadung,,,,,,0,0
JAK.33-L01,71,B07049P,06:48:34,06:48:44,Pulo Gadung,,,,,,0,0
JAK.33-L01,72,B02497P,06:49:45,06:49:55,Pulo Gadung,,,,,,0,0
JAK.33-L01,73,B05027P,06:51:21,06:51:31,Pulo Gadung,,,,,,0,0
JAK.33-L01,74,B05028P,06:52:16,06:52:26,Pulo Gadung,,,,,,0,0
JAK.33-L01,75,B05405P,06:53:19,06:53:29,Pulo Gadung,,,,,,0,0
JAK.33-L01,76,B00592P,06:54:26,06:54:36,Pulo Gadung,,,,,,0,0
JAK.33-L01,77,B04949P,06:56:20,06:56:30,Pulo Gadung,,,,,,0,0
JAK.33-L01,78,B02659P,06:57:21,06:57:31,Pulo Gadung,,,,,,0,0
JAK.33-L01,79,B01483P,06:58:45,06:58:55,Pulo Gadung,,,,,,0,0
JAK.33-L01,80,B04421P,07:00:25,07:00:35,Pulo Gadung,,,,,,0,0
JAK.33-L01,81,B05203P,07:01:21,07:01:31,Pulo Gadung,,,,,,0,0
JAK.33-L01,82,B02580P,07:02:48,07:02:58,Pulo Gadung,,,,,,0,0
JAK.33-L01,83,B05045P,07:03:42,07:03:52,Pulo Gadung,,,,,,0,0
JAK.33-L01,84,B05448P,07:06:37,07:06:47,Pulo Gadung,,,,,,0,0
JAK.33-L01,85,B02565P,07:07:26,07:07:36,Pulo Gadung,,,,,,0,0
JAK.33-L01,86,B00393P,07:08:19,07:08:29,Pulo Gadung,,,,,,0,0
JAK.33-L01,87,B02653P,07:09:58,07:10:08,Pulo Gadung,,,,,,0,0
JAK.33-L01,88,B05234P,07:11:06,07:11:16,Pulo Gadung,,,,,,0,0
JAK.33-L01,89,B00815P,07:12:11,07:12:21,Pulo Gadung,,,,,,0,0
JAK.33-L01,90,B02690P,07:12:47,07:12:57,Pulo Gadung,,,,,,0,0
JAK.33-L01,91,B01355P,07:13:56,07:14:06,Pulo Gadung,,,,,,0,0
JAK.33-L01,92,B00686P,07:14:48,07:14:58,Pulo Gadung,,,,,,0,0
JAK.33-L01,93,B05901P,07:15:59,07:16:09,Pulo Gadung,,,,,,0,0
JAK.33-L01,94,B00853P,07:16:40,07:16:50,Pulo Gadung,,,,,,0,0
JAK.33-L01,95,B00722P,07:17:50,07:18:00,Pulo Gadung,,,,,,0,0
JAK.33-L01,96,B02839P,07:18:55,07:19:05,Pulo Gadung,,,,,,0,0
JAK.33-L01,97,B02385P,07:20:31,07:20:41,Pulo Gadung,,,,,,0,0
JAK.33-L01,98,B02858P,07:21:42,07:21:52,Pulo Gadung,,,,,,0,0
JAK.33-L01,99,B00488P,07:22:34,07:22:44,Pulo Gadung,,,,,,0,0
JAK.33-L01,100,B01159P,07:23:35,07:23:45,Pulo Gadung,,,,,,0,0
JAK.33-L01,101,B00798P,07:24:03,07:24:13,Pulo Gadung,,,,,,0,0
JAK.33-L01,102,B01158P,07:25:04,07:25:14,Pulo Gadung,,,,,,0,0
JAK.33-L01,103,B02745P,07:25:32,07:25:42,Pulo Gadung,,,,,,0,0
JAK.33-L01,104,B01534P,07:26:25,07:26:35,Pulo Gadung,,,,,,0,0
JAK.33-L01,105,B01404P,07:27:19,07:27:29,Pulo Gadung,,,,,,0,0
JAK.33-L01,106,B01462P,07:29:02,07:29:12,Pulo Gadung,,,,,,0,0
JAK.33-L01,107,B00085P,07:30:06,07:30:16,Pulo Gadung,,,,,,0,0
JAK.33-L01,108,B04089P,07:32:01,07:32:11,Pulo Gadung,,,,,,0,0
JAK.33-L01,109,B00351P,07:33:50,07:34:00,Pulo Gadung,,,,,,0,0
JAK.33-L01,110,B00352P,07:38:08,07:38:18,Pulo Gadung,,,,,,0,0
JAK.33-L01,111,B01526P,07:39:54,07:40:04,Pulo Gadung,,,,,,0,0
JAK.33-L01,112,B02907P,07:42:11,07:42:21,Pulo Gadung,,,,,,0,0
JAK.33-L01,113,B02312P,07:44:15,07:44:25,Pulo Gadung,,,,,,0,0
JAK.33-L01,114,B01149P,07:44:53,07:45:03,Pulo Gadung,,,,,,0,0
JAK.33-L01,115,B00501P,07:46:33,07:46:43,Pulo Gadung,,,,,,0,0
JAK.33-L01,116,B01016P,07:47:40,07:47:50,Pulo Gadung,,,,,,0,0
JAK.33-L01,117,B01601P,07:48:41,07:48:51,Pulo Gadung,,,,,,0,0
JAK.33-L01,118,B01681P,07:49:36,07:49:46,Pulo Gadung,,,,,,0,0
JAK.33-L01,119,B05389P,07:50:35,07:50:45,Pulo Gadung,,,,,,0,0
JAK.33-L01,120,B05170P,07:51:17,07:51:27,Pulo Gadung,,,,,,0,0
JAK.33-L01,121,B00388P,07:52:49,07:52:59,Pulo Gadung,,,,,,0,0
JAK.33-L01,122,B03084P,07:54:22,07:54:32,Pulo Gadung,,,,,,0,0
JAK.33-L01,123,B02059P,07:55:36,07:55:46,Pulo Gadung,,,,,,0,0
JAK.33-L01,124,B02594P,08:00:17,08:00:27,Pulo Gadung,,,,,,0,0
JAK.33-L01,125,B00687P,08:01:24,08:01:34,Pulo Gadung,,,,,,0,0
JAK.33-L01,126,B00976P,08:02:04,08:02:14,Pulo Gadung,,,,,,0,0
JAK.33-L01,127,B00977P,08:02:51,08:03:01,Pulo Gadung,,,,,,0,0
JAK.33-L01,128,B00978P,08:04:33,08:04:43,Pulo Gadung,,,,,,0,0
JAK.33-L01,129,B03966P,08:05:17,08:05:27,Pulo Gadung,,,,,,0,0
JAK.33-L01,130,B02737P,08:05:57,08:06:07,Pulo Gadung,,,,,,0,0
JAK.33-L01,131,B00980P,08:06:54,08:07:04,Pulo Gadung,,,,,,0,0
JAK.33-L01,132,B00979P,08:08:23,08:08:33,Pulo Gadung,,,,,,0,0
JAK.33-L01,133,B02739P,08:09:49,08:09:59,Pulo Gadung,,,,,,0,0
JAK.33-L01,134,B00982P,08:10:30,08:10:40,Pulo Gadung,,,,,,0,0
JAK.33-L01,135,B01759P,08:11:24,08:11:34,Pulo Gadung,,,,,,0,0
JAK.33-L01,136,B03494P,08:14:30,08:14:40,Pulo Gadung,,,,,,0,0
JAK.33-L01,137,B05094P,08:19:24,08:19:34,Pulo Gadung,,,,,,0,0
JAK.33-L01,138,B02543P,08:20:24,08:20:34,Pulo Gadung,,,,,,0,0
JAK.33-L01,139,B02544P,08:21:00,08:21:10,Pulo Gadung,,,,,,0,0
JAK.33-L01,140,B00649P,08:23:13,08:23:23,Pulo Gadung,,,,,,0,0
JAK.33-L01,141,B04422P,08:23:47,08:23:57,Pulo Gadung,,,,,,0,0
JAK.33-L01,142,B03922P,08:25:03,08:25:13,Pulo Gadung,,,,,,0,0
JAK.33-L01,143,B04125P,08:26:49,08:26:59,Pulo Gadung,,,,,,0,0
JAK.33-L01,144,B05471P,08:30:29,08:30:39,Pulo Gadung,,,,,,0,0
JAK.33-L01,145,B05472P,08:31:53,08:32:03,Pulo Gadung,,,,,,0,0
JAK.33-L01,146,B07005P,08:33:18,08:33:28,Pulo Gadung,,,,,,0,0
JAK.33-L01,147,B05475P,08:34:43,08:34:53,Pulo Gadung,,,,,,0,0
JAK.33-L01,148,B05476P,08:35:32,08:35:42,Pulo Gadung,,,,,,0,0
JAK.33-L01,149,B01901P,08:36:24,08:36:34,Pulo Gadung,,,,,,0,0
JAK.33-L01,150,B00130P,08:38:42,08:38:52,Pulo Gadung,,,,,,0,0
JAK.33-L01,151,B04287P,08:41:39,08:41:49,Pulo Gadung,,,,,,0,0
JAK.33-L01,152,B03000P,08:45:20,08:45:30,Pulo Gadung,,,,,,0,0
JAK.33-L01,153,B02998P,08:47:24,08:47:34,Pulo Gadung,,,,,,0,0
JAK.33-R03,0,B01751P,05:00:00,05:00:10,Pulo Gadung,0,0,,,,,0
JAK.33-R03,1,B04951P,05:01:09,05:01:19,Pulo Gadung,0,0,,,,,0
JAK.33-R03,2,B00592P,05:11:13,05:11:23,Pulo Gadung,0,0,,,,,0
JAK.33-R03,3,B04949P,05:13:07,05:13:17,Pulo Gadung,0,0,,,,,0
JAK.33-R03,4,B02659P,05:14:08,05:14:18,Pulo Gadung,0,0,,,,,0
JAK.33-R03,5,B04421P,05:17:01,05:17:11,Pulo Gadung,0,0,,,,,0
JAK.33-R03,6,B05203P,05:17:57,05:18:07,Pulo Gadung,0,0,,,,,0
JAK.33-R03,7,B02580P,05:19:27,05:19:37,Pulo Gadung,0,0,,,,,0
JAK.33-R03,8,B05045P,05:20:22,05:20:32,Pulo Gadung,0,0,,,,,0
JAK.33-R03,9,B05448P,05:23:16,05:23:26,Pulo Gadung,0,0,,,,,0
JAK.33-R03,10,B02565P,05:24:05,05:24:15,Pulo Gadung,0,0,,,,,0
JAK.33-R03,11,B00393P,05:24:58,05:25:08,Pulo Gadung,0,0,,,,,0
JAK.33-R03,12,B02653P,05:26:37,05:26:47,Pulo Gadung,0,0,,,,,0
JAK.33-R03,13,B05234P,05:27:45,05:27:55,Pulo Gadung,0,0,,,,,0
JAK.33-R03,14,B00815P,05:28:50,05:29:00,Pulo Gadung,0,0,,,,,0
JAK.33-R03,15,B02690P,05:29:26,05:29:36,Pulo Gadung,0,0,,,,,0
JAK.33-R03,16,B01355P,05:30:35,05:30:45,Pulo Gadung,0,0,,,,,0
JAK.33-R03,17,B00686P,05:31:23,05:31:33,Pulo Gadung,0,0,,,,,0
JAK.33-R03,18,B05901P,05:32:34,05:32:44,Pulo Gadung,0,0,,,,,0
JAK.33-R03,19,B00853P,05:33:15,05:33:25,Pulo Gadung,0,0,,,,,0
JAK.33-R03,20,B00722P,05:34:24,05:34:34,Pulo Gadung,0,0,,,,,0
JAK.33-R03,21,B02839P,05:35:29,05:35:39,Pulo Gadung,0,0,,,,,0
JAK.33-R03,22,B02385P,05:37:05,05:37:15,Pulo Gadung,0,0,,,,,0
JAK.33-R03,23,B02858P,05:38:16,05:38:26,Pulo Gadung,0,0,,,,,0
JAK.33-R03,24,B00488P,05:39:08,05:39:18,Pulo Gadung,0,0,,,,,0
JAK.33-R03,25,B01159P,05:40:09,05:40:19,Pulo Gadung,0,0,,,,,0
JAK.33-R03,26,B00798P,05:40:37,05:40:47,Pulo Gadung,0,0,,,,,0
JAK.33-R03,27,B01158P,05:41:38,05:41:48,Pulo Gadung,0,0,,,,,0
JAK.33-R03,28,B02745P,05:42:06,05:42:16,Pulo Gadung,0,0,,,,,0
JAK.33-R03,29,B01534P,05:42:59,05:43:09,Pulo Gadung,0,0,,,,,0
JAK.33-R03,30,B01404P,05:43:53,05:44:03,Pulo Gadung,0,0,,,,,0
JAK.33-R03,31,B01462P,05:45:36,05:45:46,Pulo Gadung,0,0,,,,,0
JAK.33-R03,32,B00085P,05:46:40,05:46:50,Pulo Gadung,0,0,,,,,0
JAK.33-R03,33,B04089P,05:48:35,05:48:45,Pulo Gadung,0,0,,,,,0
JAK.33-R03,34,B00351P,05:50:23,05:50:33,Pulo Gadung,0,0,,,,,0
JAK.33-R03,35,B00352P,05:54:57,05:55:07,Pulo Gadung,0,0,,,,,0
JAK.33-R03,36,B01526P,05:56:43,05:56:53,Pulo Gadung,0,0,,,,,0
JAK.33-R03,37,B02907P,05:59:00,05:59:10,Pulo Gadung,0,0,,,,,0
JAK.33-R03,38,B02312P,06:01:04,06:01:14,Pulo Gadung,0,0,,,,,0
JAK.33-R03,39,B01149P,06:01:40,06:01:50,Pulo Gadung,0,0,,,,,0
JAK.33-R03,40,B00501P,06:03:20,06:03:30,Pulo Gadung,0,0,,,,,0
JAK.33-R03,41,B01016P,06:04:27,06:04:37,Pulo Gadung,0,0,,,,,0
JAK.33-R03,42,B01601P,06:05:28,06:05:38,Pulo Gadung,0,0,,,,,0
JAK.33-R03,43,B01681P,06:06:23,06:06:33,Pulo Gadung,0,0,,,,,0
JAK.33-R03,44,B05389P,06:07:22,06:07:32,Pulo Gadung,0,0,,,,,0
JAK.33-R03,45,B05170P,06:08:01,06:08:11,Pulo Gadung,0,0,,,,,0
JAK.33-R03,46,B00388P,06:09:33,06:09:43,Pulo Gadung,0,0,,,,,0
JAK.33-R03,47,B03084P,06:11:06,06:11:16,Pulo Gadung,0,0,,,,,0
JAK.33-R03,48,B02059P,06:12:21,06:12:31,Pulo Gadung,0,0,,,,,0
JAK.33-R03,49,B02594P,06:17:10,06:17:20,Pulo Gadung,0,0,,,,,0
JAK.33-R03,50,B00687P,06:18:17,06:18:27,Pulo Gadung,0,0,,,,,0
